Profile_ID,wday,N
AGRI_STO_POU,7,0.042641706
AGRI_STO_POU,7,0.040561622
AGRI_STO_POU,7,0.03900156
AGRI_STO_POU,7,0.037961518
AGRI_STO_POU,7,0.037441498
AGRI_STO_POU,7,0.037441498
AGRI_STO_POU,7,0.037441498
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,1,0.026915114
AGRI_STO_SHP,1,0.031055901
AGRI_STO_SHP,1,0.037267081
AGRI_STO_SHP,1,0.045548654
AGRI_STO_SHP,1,0.055900621
AGRI_STO_SHP,1,0.060041408
AGRI_STO_SHP,1,0.066252588
AGRI_STO_SHP,1,0.074534161
AGRI_STO_SHP,1,0.072463768
AGRI_STO_SHP,1,0.070393375
AGRI_STO_SHP,1,0.064182195
AGRI_STO_SHP,1,0.055900621
AGRI_STO_SHP,1,0.045548654
AGRI_STO_SHP,1,0.037267081
AGRI_STO_SHP,1,0.031055901
AGRI_STO_SHP,1,0.026915114
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,1,0.02484472
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,2,0.026915114
AGRI_STO_SHP,2,0.031055901
AGRI_STO_SHP,2,0.037267081
AGRI_STO_SHP,2,0.045548654
AGRI_STO_SHP,2,0.055900621
AGRI_STO_SHP,2,0.060041408
AGRI_STO_SHP,2,0.066252588
AGRI_STO_SHP,2,0.074534161
AGRI_STO_SHP,2,0.072463768
AGRI_STO_SHP,2,0.070393375
AGRI_STO_SHP,2,0.064182195
AGRI_STO_SHP,2,0.055900621
AGRI_STO_SHP,2,0.045548654
AGRI_STO_SHP,2,0.037267081
AGRI_STO_SHP,2,0.031055901
AGRI_STO_SHP,2,0.026915114
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,2,0.02484472
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,3,0.026915114
AGRI_STO_SHP,3,0.031055901
AGRI_STO_SHP,3,0.037267081
AGRI_STO_SHP,3,0.045548654
AGRI_STO_SHP,3,0.055900621
AGRI_STO_SHP,3,0.060041408
AGRI_STO_SHP,3,0.066252588
AGRI_STO_SHP,3,0.074534161
AGRI_STO_SHP,3,0.072463768
AGRI_STO_SHP,3,0.070393375
AGRI_STO_SHP,3,0.064182195
AGRI_STO_SHP,3,0.055900621
AGRI_STO_SHP,3,0.045548654
AGRI_STO_SHP,3,0.037267081
AGRI_STO_SHP,3,0.031055901
AGRI_STO_SHP,3,0.026915114
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,3,0.02484472
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,4,0.026915114
AGRI_STO_SHP,4,0.031055901
AGRI_STO_SHP,4,0.037267081
AGRI_STO_SHP,4,0.045548654
AGRI_STO_SHP,4,0.055900621
AGRI_STO_SHP,4,0.060041408
AGRI_STO_SHP,4,0.066252588
AGRI_STO_SHP,4,0.074534161
AGRI_STO_SHP,4,0.072463768
AGRI_STO_SHP,4,0.070393375
AGRI_STO_SHP,4,0.064182195
AGRI_STO_SHP,4,0.055900621
AGRI_STO_SHP,4,0.045548654
AGRI_STO_SHP,4,0.037267081
AGRI_STO_SHP,4,0.031055901
AGRI_STO_SHP,4,0.026915114
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,4,0.02484472
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,5,0.026915114
AGRI_STO_SHP,5,0.031055901
AGRI_STO_SHP,5,0.037267081
AGRI_STO_SHP,5,0.045548654
AGRI_STO_SHP,5,0.055900621
AGRI_STO_SHP,5,0.060041408
AGRI_STO_SHP,5,0.066252588
AGRI_STO_SHP,5,0.074534161
AGRI_STO_SHP,5,0.072463768
AGRI_STO_SHP,5,0.070393375
AGRI_STO_SHP,5,0.064182195
AGRI_STO_SHP,5,0.055900621
AGRI_STO_SHP,5,0.045548654
AGRI_STO_SHP,5,0.037267081
AGRI_STO_SHP,5,0.031055901
AGRI_STO_SHP,5,0.026915114
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,5,0.02484472
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,6,0.034267913
AGRI_STO_SHP,6,0.036344756
AGRI_STO_SHP,6,0.039460021
AGRI_STO_SHP,6,0.043613707
AGRI_STO_SHP,6,0.048805815
AGRI_STO_SHP,6,0.050882658
AGRI_STO_SHP,6,0.053997923
AGRI_STO_SHP,6,0.05815161
AGRI_STO_SHP,6,0.057113188
AGRI_STO_SHP,6,0.056074766
AGRI_STO_SHP,6,0.052959502
AGRI_STO_SHP,6,0.048805815
AGRI_STO_SHP,6,0.043613707
AGRI_STO_SHP,6,0.039460021
AGRI_STO_SHP,6,0.036344756
AGRI_STO_SHP,6,0.034267913
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,6,0.033229491
AGRI_STO_SHP,7,0.037441498
AGRI_STO_SHP,7,0.037441498
AGRI_STO_SHP,7,0.037441498
AGRI_STO_SHP,7,0.037441498
AGRI_STO_SHP,7,0.037441498
AGRI_STO_SHP,7,0.037961518
AGRI_STO_SHP,7,0.03900156
AGRI_STO_SHP,7,0.040561622
AGRI_STO_SHP,7,0.042641706
AGRI_STO_SHP,7,0.04524181
AGRI_STO_SHP,7,0.046281851
AGRI_STO_SHP,7,0.047841914
AGRI_STO_SHP,7,0.049921997
AGRI_STO_SHP,7,0.049401976
AGRI_STO_SHP,7,0.048881955
AGRI_STO_SHP,7,0.047321893
AGRI_STO_SHP,7,0.04524181
AGRI_STO_SHP,7,0.042641706
AGRI_STO_SHP,7,0.040561622
AGRI_STO_SHP,7,0.03900156
AGRI_STO_SHP,7,0.037961518
AGRI_STO_SHP,7,0.037441498
AGRI_STO_SHP,7,0.037441498
AGRI_STO_SHP,7,0.037441498
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,1,0.026915114
AGRI_YRD_CAT,1,0.031055901
AGRI_YRD_CAT,1,0.037267081
AGRI_YRD_CAT,1,0.045548654
AGRI_YRD_CAT,1,0.055900621
AGRI_YRD_CAT,1,0.060041408
AGRI_YRD_CAT,1,0.066252588
AGRI_YRD_CAT,1,0.074534161
AGRI_YRD_CAT,1,0.072463768
AGRI_YRD_CAT,1,0.070393375
AGRI_YRD_CAT,1,0.064182195
AGRI_YRD_CAT,1,0.055900621
AGRI_YRD_CAT,1,0.045548654
AGRI_YRD_CAT,1,0.037267081
AGRI_YRD_CAT,1,0.031055901
AGRI_YRD_CAT,1,0.026915114
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,1,0.02484472
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,2,0.026915114
AGRI_YRD_CAT,2,0.031055901
AGRI_YRD_CAT,2,0.037267081
AGRI_YRD_CAT,2,0.045548654
AGRI_YRD_CAT,2,0.055900621
AGRI_YRD_CAT,2,0.060041408
AGRI_YRD_CAT,2,0.066252588
AGRI_YRD_CAT,2,0.074534161
AGRI_YRD_CAT,2,0.072463768
AGRI_YRD_CAT,2,0.070393375
AGRI_YRD_CAT,2,0.064182195
AGRI_YRD_CAT,2,0.055900621
AGRI_YRD_CAT,2,0.045548654
AGRI_YRD_CAT,2,0.037267081
AGRI_YRD_CAT,2,0.031055901
AGRI_YRD_CAT,2,0.026915114
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,2,0.02484472
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,3,0.026915114
AGRI_YRD_CAT,3,0.031055901
AGRI_YRD_CAT,3,0.037267081
AGRI_YRD_CAT,3,0.045548654
AGRI_YRD_CAT,3,0.055900621
AGRI_YRD_CAT,3,0.060041408
AGRI_YRD_CAT,3,0.066252588
AGRI_YRD_CAT,3,0.074534161
AGRI_YRD_CAT,3,0.072463768
AGRI_YRD_CAT,3,0.070393375
AGRI_YRD_CAT,3,0.064182195
AGRI_YRD_CAT,3,0.055900621
AGRI_YRD_CAT,3,0.045548654
AGRI_YRD_CAT,3,0.037267081
AGRI_YRD_CAT,3,0.031055901
AGRI_YRD_CAT,3,0.026915114
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,3,0.02484472
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,4,0.026915114
AGRI_YRD_CAT,4,0.031055901
AGRI_YRD_CAT,4,0.037267081
AGRI_YRD_CAT,4,0.045548654
AGRI_YRD_CAT,4,0.055900621
AGRI_YRD_CAT,4,0.060041408
AGRI_YRD_CAT,4,0.066252588
AGRI_YRD_CAT,4,0.074534161
AGRI_YRD_CAT,4,0.072463768
AGRI_YRD_CAT,4,0.070393375
AGRI_YRD_CAT,4,0.064182195
AGRI_YRD_CAT,4,0.055900621
AGRI_YRD_CAT,4,0.045548654
AGRI_YRD_CAT,4,0.037267081
AGRI_YRD_CAT,4,0.031055901
AGRI_YRD_CAT,4,0.026915114
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,4,0.02484472
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,5,0.026915114
AGRI_YRD_CAT,5,0.031055901
AGRI_YRD_CAT,5,0.037267081
AGRI_YRD_CAT,5,0.045548654
AGRI_YRD_CAT,5,0.055900621
AGRI_YRD_CAT,5,0.060041408
AGRI_YRD_CAT,5,0.066252588
AGRI_YRD_CAT,5,0.074534161
AGRI_YRD_CAT,5,0.072463768
AGRI_YRD_CAT,5,0.070393375
AGRI_YRD_CAT,5,0.064182195
AGRI_YRD_CAT,5,0.055900621
AGRI_YRD_CAT,5,0.045548654
AGRI_YRD_CAT,5,0.037267081
AGRI_YRD_CAT,5,0.031055901
AGRI_YRD_CAT,5,0.026915114
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,5,0.02484472
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,6,0.034267913
AGRI_YRD_CAT,6,0.036344756
AGRI_YRD_CAT,6,0.039460021
AGRI_YRD_CAT,6,0.043613707
AGRI_YRD_CAT,6,0.048805815
AGRI_YRD_CAT,6,0.050882658
AGRI_YRD_CAT,6,0.053997923
AGRI_YRD_CAT,6,0.05815161
AGRI_YRD_CAT,6,0.057113188
AGRI_YRD_CAT,6,0.056074766
AGRI_YRD_CAT,6,0.052959502
AGRI_YRD_CAT,6,0.048805815
AGRI_YRD_CAT,6,0.043613707
AGRI_YRD_CAT,6,0.039460021
AGRI_YRD_CAT,6,0.036344756
AGRI_YRD_CAT,6,0.034267913
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,6,0.033229491
AGRI_YRD_CAT,7,0.037441498
AGRI_YRD_CAT,7,0.037441498
AGRI_YRD_CAT,7,0.037441498
AGRI_YRD_CAT,7,0.037441498
AGRI_YRD_CAT,7,0.037441498
AGRI_YRD_CAT,7,0.037961518
AGRI_YRD_CAT,7,0.03900156
AGRI_YRD_CAT,7,0.040561622
AGRI_YRD_CAT,7,0.042641706
AGRI_YRD_CAT,7,0.04524181
AGRI_YRD_CAT,7,0.046281851
AGRI_YRD_CAT,7,0.047841914
AGRI_YRD_CAT,7,0.049921997
AGRI_YRD_CAT,7,0.049401976
AGRI_YRD_CAT,7,0.048881955
AGRI_YRD_CAT,7,0.047321893
AGRI_YRD_CAT,7,0.04524181
AGRI_YRD_CAT,7,0.042641706
AGRI_YRD_CAT,7,0.040561622
AGRI_YRD_CAT,7,0.03900156
AGRI_YRD_CAT,7,0.037961518
AGRI_YRD_CAT,7,0.037441498
AGRI_YRD_CAT,7,0.037441498
AGRI_YRD_CAT,7,0.037441498
